,Headline,Target
988,"Says Charlie Crist rode on a jet that ""belongs to a serial polluter with a history of environmental violations fined nearly $2 million for polluting water.""",true
989,"""Wisconsin is #1 in the Midwest for personal income growth over the year.""",true
990,"""The minimum number of infrastructure (needs) in Atlanta is $900 million.""",true
991,"Uncompensated care has ""gone down by 30 percent just in the first few months"" of Medicaid expansion in the states that adopted it.",true
992,"""It cost us more to shut the government down than to keep it open.""",true
993,"Milwaukee County Sheriff David A. Clarke Jr. advised citizens to ""point that barrel center mass and pull the trigger"" because ""911 is not our best option.""",true
994,"San Antonio is ""now the largest city in the United States ever to have an African American woman mayor.""",true
995,"""There has never been an alderman who has defeated an incumbent mayor in the history of this great city.""",true
996,"""It's been 17 years that we've had unemployment higher than the national average in Oregon.""",true
997,"""The House of Representatives has never sued a sitting president in all of U.S. history.""",true
998,"There are ""approximately 20,000 annual gun purchases in Rhode Island.""",true
999,"""More women are graduating from college now than men.""",true
1000,"""Black voter turnout in 2012 exceeded the rate of white voter turnout, even in the states with the strictest voter ID laws.""",true
1001,"""If you're a Mexican, you get sent back. ... But if you're from a noncontiguous country like the Central American countries"" then you can stay in the United States.",true
1002,"""There are already more American jobs in the solar industry than in coal mining.""",true
1003,"Dan Patrick was the only state senator ""who voted against the Veteran Entrepreneurship Program, a program that assists veterans in successfully starting up their own businesses.""",true
1004,"Republican candidate for governor Ken Block was ""fined and had to admit that (he) funneled money illegally to the Moderate Party.""",true
1005,"Says Iowa Senate candidate Joni Ernst ""promises to shut down the Department of Education and abolish the EPA.""",true
1006,Says Central Texas river water sent to downstream rice farmers in 2011 equaled about three years’ worth of Austin’s water use.,true
1007,"""The number of terrorists out there"" has doubled.",true
1008,"Wisconsin was the ""first state to ban public and private sector employment discrimination based on sexual orientation.""",true
1009,"Says Dan Patrick has ""called immigration into Texas an invasion"" and ""said immigrants coming into Texas bring ‘third-world diseases.’""",true
1010,"A record number of immigrants not from Mexico are ""being apprehended at the border.""",true
1011,"""At the beginning of World War II, we had a relatively small army, smaller than Portugal’s.""",true
1012,"""The U.S. military footprint in Africa is nearly nonexistent.""",true
1013,"FIFA ""pressured Brazil into passing a so-called Budweiser bill, allowing beer sales in soccer stadiums.""",true
1014,"""Cantor's campaign spent more at steakhouses than Brat spent on his entire campaign.""",true
1015,"By 2009, ""dozens of senior terrorists had been taken off the battlefield"" by drones.",true
1016,"Brazil built a $300 million stadium in the Amazon rainforest that ""is only going to be used for four World Cup games,"" and there’s no team ""that can fill it afterwards.""",true
1017,"""Right now, America has $1.1 trillion of student debt. That’s more than credit card debt.""",true
1018,"The Israelis ""gave up 1,000 terrorists in return for one sergeant.""",true
1019,Four (maybe five) Latinos have served on the Austin City Council.,true
1020,"""Public display of a long rifle is perfectly legal in Texas.""",true
1021,"""Marijuana is less addictive than both alcohol and tobacco.""",true
1022,"""The numbers make it clear that Georgia voters are increasingly taking advantage of early voting opportunities.""",true
1023,Rick Perry doesn’t think there should be a federal minimum wage.,true
1024,"""It's been nearly three weeks since the president has commented"" on questions about possible hidden wait lists at veterans hospitals.",true
1025,"Before the terrorist attacks in Benghazi, ""the State Department not only failed to honor repeated requests for additional security, but instead actually reduced security in Libya.""",true
1026,"""Ninety-seven percent of the time. That’s how often Mark Warner votes with President Obama.""",true
1027,"Says Dan Patrick ""proposed Arizona-style show-me-your-papers legislation.""",true
1028,"With only 67 bills or so passed into law, ""2013 was the least productive year in congressional history since we’ve been keeping record.""",true
1029,"The Rhode Island Parole Board ""never received an objection from the attorney general"" to the parole of  convicted murder Alfred Brissette.",true
1030,"""I am the only senator who turned down the state pension plan for part-time legislators.""",true
1031,"""A white family is likely to have about six times as much wealth than a black or Hispanic family coming out of the recession.""",true
1032,"""My Treasury team eliminated a 900-case backlog in the Crime Victim Compensation Program.""",true
1033,"""In Rhode Island today, 25 percent of our households either don't have a bank account at all, or they have a bank account and they're still relying on high-cost financial services like payday loans, pawn shop check cashing and so on.""",true
